Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Marshall Islands,,,,,,,,,,,,,,,,,,,,20.7999992370605,,,,,,,,
Martinique,,,,,,,,,,,7.59999990463257,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,14.3000001907349,,13.6999998092651,14.5,13,12.5,11.8000001907349,11.1999998092651,,11.6000003814697,10.1000003814697,9.89999961853027,10,10,9.60000038146973,9.10000038146973
Mexico,,,,,,,,,23.5,,22.6000003814697,25.7999992370605,,25.7000007629395,,23.3999996185303,21.7999992370605,23.2999992370605,19.2000007629395,20.1000003814697,17.2999992370605,17.3999996185303,17.2000007629395,16,15.6999998092651,14.6999998092651,14.1000003814697,13.5
Mongolia,,,,,,,,,,,,,,39.5,44.7000007629394,46.0999984741211,46.5,48.9000015258789,49.7000007629394,49.5,48.5999984741211,48.2999992370606,44.9000015258789,41.7999992370606,40.2000007629394,39.9000015258789,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,9,,8.60000038146973,,
Montserrat,10.3999996185303,10.1000003814697,9.89999961853027,9.5,10.1000003814697,9.89999961853027,9.89999961853027,9.60000038146973,,,,6.59999990463257,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,3.90000009536743,3.90000009536743,3.59999990463257,3.20000004768372,40,6.30000019073486,7.19999980926514,5.09999990463257,4.90000009536743,5.69999980926514,,4.90000009536743,44.4000015258789,43.9000015258789,45.7999992370606,45.4000015258789,43.2999992370606,
Myanmar,67.0999984741211,66.8000030517578,66.8000030517578,66.3000030517578,66.1999969482422,66.0999984741211,65.9000015258789,65.3000030517578,65.0999984741211,65.1999969482422,69.6999969482422,,69.0999984741211,68.9000015258789,68.6999969482422,,,63.4000015258789,62.7000007629394,,,,,,,,,
Namibia,,,,,,,,,,,,48.2000007629394,,,,,,38.2999992370606,,,31.1000003814697,,,,29.8999996185303,,,
Nepal,,,,,,,,,,,,81.1999969482422,,,,,,,,76.0999984741211,,65.6999969482422,,,,,,
Netherlands,4.90000009536743,,5,,5,,4.80000019073486,,4.69999980926514,4.59999990463257,4.5,4.5,3.90000009536743,3.79999995231628,3.90000009536743,3.59999990463257,3.90000009536743,3.70000004768372,3.29999995231628,3.09999990463257,3.29999995231628,2.90000009536743,3,2.70000004768372,3,3,,
Netherlands Antilles,0.40000000596046,0.5,,0.40000000596046,0.80000001192093,0.80000001192093,0.69999998807907,0.30000001192093,,,0.69999998807907,0.60000002384186,0.60000002384186,0.69999998807907,0.60000002384186,0.80000001192093,0.80000001192093,0.89999997615814,1.10000002384186,,1.10000002384186,,1,0.89999997615814,0.89999997615814,0.89999997615814,1.10000002384186,1.29999995231628
New Caledonia,,,,,,,,,,,,,,,,,7.19999980926514,,,,,,,,,,,
